/* DATA DESCRIPTION:
Citation:	Meyerjürgens, Jens; Badewien, Thomas H; Zielinski, Oliver; Braun, Axel; Butter, Michael (2019): Track of GPS-Drifter North_Sea_Drifter6 in the German Bight, Southern North Sea. Institute for Chemistry and Biology of the Marine Environment, Carl-von-Ossietzky University of Oldenburg, Germany, PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.897994 (DOI registration in progress)
Abstract:	Drifter position data from drifter deployments in March and October 2017 im the German Bight. The drifters were deployed from RV Heincke and RV Senckenberg. The drifter position was send every 10 minutes via the Globalstar satellite transmission service. The drifters were 0.5 m in height with a subsurface drogue which is directly to the housing. The drag area ration of the deployed configuration is R=25.6.
Keyword(s):	Drifters; German Bight; North Sea
Coverage:	MEDIAN LATITUDE: 54.262451 * MEDIAN LONGITUDE: 8.248032 * SOUTH-BOUND LATITUDE: 54.004750 * WEST-BOUND LONGITUDE: 7.652450 * NORTH-BOUND LATITUDE: 54.644180 * EAST-BOUND LONGITUDE: 8.599100
	DATE/TIME START: 2017-10-08T09:31:46 * DATE/TIME END: 2017-10-23T07:55:47
Event(s):	North_Sea_Drifter6 * LATITUDE START: 54.027170 * LONGITUDE START: 7.748000 * LATITUDE END: 54.625930 * LONGITUDE END: 8.280770 * DATE/TIME START: 2017-10-08T09:31:46 * DATE/TIME END: 2017-10-23T07:55:47 * LOCATION: North Sea * DEVICE: ICBM-Drifter (DRIFTERICBM) (URI: hdl:10013/epic.50618.d001)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * COMMENT: UTC
	LATITUDE (Latitude) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * METHOD: GPS receiver mounted on ICBM-Drifter (URI: hdl:10013/epic.50618.d001)
	LONGITUDE (Longitude) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * METHOD: GPS receiver mounted on ICBM-Drifter (URI: hdl:10013/epic.50618.d001)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	0 data points
*/
Date/Time	Latitude	Longitude
2017-10-08T09:31	54.02717	7.74800
2017-10-08T09:41	54.02632	7.75369
2017-10-08T09:51	54.02540	7.75970
2017-10-08T10:11	54.02377	7.77133
2017-10-08T10:41	54.02166	7.78841
2017-10-08T10:51	54.02093	7.79364
2017-10-08T11:01	54.02042	7.79845
2017-10-08T11:14	54.01991	7.80362
2017-10-08T11:24	54.01948	7.80843
2017-10-08T11:34	54.01888	7.81392
2017-10-08T12:11	54.01744	7.82896
2017-10-08T12:21	54.01723	7.83214
2017-10-08T12:31	54.01706	7.83497
2017-10-08T12:41	54.01698	7.83795
2017-10-08T12:51	54.01698	7.83941
2017-10-08T13:01	54.01707	7.84087
2017-10-08T13:21	54.01773	7.84277
2017-10-08T13:31	54.01807	7.84277
2017-10-08T13:41	54.01846	7.84226
2017-10-08T14:41	54.02169	7.82765
2017-10-08T14:51	54.02221	7.82342
2017-10-08T15:02	54.02310	7.81714
2017-10-08T15:12	54.02353	7.81345
2017-10-08T15:21	54.02390	7.80894
2017-10-08T15:41	54.02483	7.79776
2017-10-08T16:01	54.02562	7.78583
2017-10-08T16:11	54.02605	7.77821
2017-10-08T16:21	54.02626	7.77349
2017-10-08T16:31	54.02645	7.76748
2017-10-08T16:40	54.02657	7.76143
2017-10-08T16:50	54.02677	7.75530
2017-10-08T17:10	54.02694	7.74287
2017-10-08T17:23	54.02688	7.73443
2017-10-08T17:33	54.02688	7.72877
2017-10-08T17:40	54.02682	7.72427
2017-10-08T17:54	54.02680	7.71650
2017-10-08T18:00	54.02674	7.71268
2017-10-08T18:11	54.02660	7.70689
2017-10-08T18:40	54.02578	7.69276
2017-10-08T18:50	54.02548	7.68873
2017-10-08T19:00	54.02501	7.68513
2017-10-08T19:24	54.02384	7.67944
2017-10-08T19:34	54.02324	7.67764
2017-10-08T19:44	54.02247	7.67610
2017-10-08T19:54	54.02169	7.67558
2017-10-08T20:04	54.02092	7.67550
2017-10-08T20:10	54.02043	7.67595
2017-10-08T20:20	54.01963	7.67717
2017-10-08T22:00	54.01272	7.72182
2017-10-08T22:10	54.01242	7.72551
2017-10-08T22:20	54.01186	7.73126
2017-10-08T22:30	54.01132	7.73727
2017-10-08T23:10	54.00915	7.76107
2017-10-08T23:20	54.00888	7.76448
2017-10-08T23:30	54.00846	7.76922
2017-10-08T23:40	54.00795	7.77375
2017-10-08T23:50	54.00748	7.77821
2017-10-09T00:00	54.00692	7.78276
2017-10-09T00:23	54.00589	7.79186
2017-10-09T00:50	54.00504	7.79993
2017-10-09T01:00	54.00494	7.80231
2017-10-09T01:10	54.00482	7.80439
2017-10-09T01:21	54.00475	7.80647
2017-10-09T01:49	54.00499	7.80847
2017-10-09T01:59	54.00515	7.80797
2017-10-09T02:23	54.00587	7.80528
2017-10-09T02:33	54.00626	7.80339
2017-10-09T02:43	54.00690	7.80004
2017-10-09T02:59	54.00774	7.79435
2017-10-09T03:09	54.00821	7.79049
2017-10-09T03:19	54.00864	7.78628
2017-10-09T03:30	54.00920	7.78109
