/* DATA DESCRIPTION:
Citation:	Meyerjürgens, Jens; Badewien, Thomas H; Zielinski, Oliver; Braun, Axel; Butter, Michael (2019): Track of GPS-Drifter North_Sea_Drifter4 in the German Bight, Southern North Sea. Institute for Chemistry and Biology of the Marine Environment, Carl-von-Ossietzky University of Oldenburg, Germany, PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.897992 (DOI registration in progress)
Abstract:	Drifter position data from drifter deployments in March and October 2017 im the German Bight. The drifters were deployed from RV Heincke and RV Senckenberg. The drifter position was send every 10 minutes via the Globalstar satellite transmission service. The drifters were 0.5 m in height with a subsurface drogue which is directly to the housing. The drag area ration of the deployed configuration is R=25.6.
Keyword(s):	Drifters; German Bight; North Sea
Coverage:	MEDIAN LATITUDE: 54.546911 * MEDIAN LONGITUDE: 7.912495 * SOUTH-BOUND LATITUDE: 53.760040 * WEST-BOUND LONGITUDE: 7.365470 * NORTH-BOUND LATITUDE: 55.243260 * EAST-BOUND LONGITUDE: 8.558260
	DATE/TIME START: 2017-03-14T13:18:21 * DATE/TIME END: 2017-04-11T19:55:53
Event(s):	North_Sea_Drifter4 * LATITUDE START: 53.760040 * LONGITUDE START: 7.650370 * LATITUDE END: 54.897680 * LONGITUDE END: 8.292360 * DATE/TIME START: 2017-03-14T13:18:21 * DATE/TIME END: 2017-04-11T19:55:53 * LOCATION: North Sea * DEVICE: ICBM-Drifter (DRIFTERICBM) (URI: hdl:10013/epic.50618.d001)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * COMMENT: UTC
	LATITUDE (Latitude) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * METHOD: GPS receiver mounted on ICBM-Drifter (URI: hdl:10013/epic.50618.d001)
	LONGITUDE (Longitude) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * METHOD: GPS receiver mounted on ICBM-Drifter (URI: hdl:10013/epic.50618.d001)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	0 data points
*/
Date/Time	Latitude	Longitude
2017-03-14T13:18	53.76004	7.65037
2017-03-14T13:28	53.76617	7.64621
2017-03-14T13:38	53.77277	7.64367
2017-03-14T13:48	53.77815	7.64277
2017-03-14T13:58	53.78291	7.64286
2017-03-14T14:10	53.78789	7.64382
2017-03-14T14:18	53.79097	7.64444
2017-03-14T14:28	53.79483	7.64453
2017-03-14T14:38	53.79845	7.64436
2017-03-14T14:48	53.80090	7.64371
2017-03-14T14:58	53.80262	7.64294
2017-03-14T15:28	53.80595	7.64005
2017-03-14T15:38	53.80701	7.63878
2017-03-14T15:48	53.80811	7.63721
2017-03-14T16:02	53.80962	7.63455
2017-03-14T16:09	53.81039	7.63288
2017-03-14T16:48	53.81423	7.62297
2017-03-14T16:58	53.81483	7.62005
2017-03-14T17:08	53.81534	7.61722
2017-03-14T17:19	53.81577	7.61404
2017-03-14T17:27	53.81604	7.61155
2017-03-14T17:38	53.81622	7.60891
2017-03-14T17:47	53.81639	7.60621
2017-03-14T17:57	53.81649	7.60404
2017-03-14T18:07	53.81657	7.60192
2017-03-14T18:18	53.81657	7.59992
2017-03-14T18:27	53.81674	7.59844
2017-03-14T18:37	53.81683	7.59724
2017-03-14T18:47	53.81680	7.59647
2017-03-14T18:59	53.81678	7.59606
2017-03-14T19:09	53.81678	7.59623
2017-03-14T19:19	53.81665	7.59735
2017-03-14T19:37	53.81647	7.60119
2017-03-14T19:47	53.81641	7.60471
2017-03-14T19:57	53.81626	7.60958
2017-03-14T20:07	53.81614	7.61565
2017-03-14T20:19	53.81632	7.62292
2017-03-14T20:29	53.81649	7.63322
2017-03-14T20:37	53.81653	7.64281
2017-03-14T20:47	53.81653	7.65028
2017-03-14T20:57	53.81644	7.65964
2017-03-14T21:09	53.81630	7.66876
2017-03-14T21:19	53.81630	7.67949
2017-03-14T21:30	53.81615	7.68595
2017-03-14T21:40	53.81602	7.69582
2017-03-14T21:47	53.81601	7.70172
2017-03-14T21:57	53.81564	7.70923
2017-03-14T22:07	53.81524	7.71645
2017-03-14T22:17	53.81498	7.72332
2017-03-14T22:27	53.81459	7.72993
2017-03-14T22:37	53.81420	7.73639
2017-03-14T22:49	53.81359	7.74341
2017-03-14T23:07	53.81307	7.75373
2017-03-14T23:17	53.81293	7.75882
