/* DATA DESCRIPTION:
Citation:	Meyerjürgens, Jens; Badewien, Thomas H; Zielinski, Oliver; Braun, Axel; Butter, Michael (2019): Track of GPS-Drifter North_Sea_Drifter2 in the German Bight, Southern North Sea. Institute for Chemistry and Biology of the Marine Environment, Carl-von-Ossietzky University of Oldenburg, Germany, PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.897990 (DOI registration in progress)
Abstract:	Drifter position data from drifter deployments in March and October 2017 im the German Bight. The drifters were deployed from RV Heincke and RV Senckenberg. The drifter position was send every 10 minutes via the Globalstar satellite transmission service. The drifters were 0.5 m in height with a subsurface drogue which is directly to the housing. The drag area ration of the deployed configuration is R=25.6.
Keyword(s):	Drifters; German Bight; North Sea
Coverage:	MEDIAN LATITUDE: 54.138371 * MEDIAN LONGITUDE: 7.630706 * SOUTH-BOUND LATITUDE: 53.783720 * WEST-BOUND LONGITUDE: 6.267040 * NORTH-BOUND LATITUDE: 54.401290 * EAST-BOUND LONGITUDE: 8.789660
	DATE/TIME START: 2017-03-13T21:24:29 * DATE/TIME END: 2017-04-22T23:27:23
Event(s):	North_Sea_Drifter2 * LATITUDE START: 53.783720 * LONGITUDE START: 6.341090 * LATITUDE END: 54.096310 * LONGITUDE END: 8.788580 * DATE/TIME START: 2017-03-13T21:24:29 * DATE/TIME END: 2017-04-22T23:27:23 * LOCATION: North Sea * DEVICE: ICBM-Drifter (DRIFTERICBM) (URI: hdl:10013/epic.50618.d001)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * COMMENT: UTC
	LATITUDE (Latitude) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * METHOD: GPS receiver mounted on ICBM-Drifter (URI: hdl:10013/epic.50618.d001)
	LONGITUDE (Longitude) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * METHOD: GPS receiver mounted on ICBM-Drifter (URI: hdl:10013/epic.50618.d001)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	0 data points
*/
Date/Time	Latitude	Longitude
2017-03-13T21:24	53.78372	6.34109
2017-03-13T21:31	53.78399	6.34570
2017-03-13T21:51	53.78486	6.35787
2017-03-13T22:14	53.78621	6.36875
2017-03-13T22:24	53.78698	6.37381
2017-03-13T22:34	53.78814	6.38016
2017-03-13T22:41	53.78873	6.38310
2017-03-13T22:51	53.78976	6.38705
2017-03-13T23:01	53.79070	6.39048
2017-03-13T23:11	53.79161	6.39349
2017-03-13T23:21	53.79247	6.39557
2017-03-13T23:31	53.79338	6.39750
2017-03-13T23:44	53.79447	6.39891
2017-03-13T23:51	53.79515	6.39939
2017-03-14T00:01	53.79624	6.39988
2017-03-14T00:15	53.79747	6.39960
2017-03-14T00:33	53.79906	6.39761
2017-03-14T00:43	53.79962	6.39658
2017-03-14T00:53	53.80074	6.39426
2017-03-14T01:01	53.80138	6.39248
2017-03-14T01:11	53.80229	6.38972
2017-03-14T01:21	53.80319	6.38689
2017-03-14T01:31	53.80413	6.38389
2017-03-14T01:41	53.80515	6.38057
2017-03-14T01:51	53.80612	6.37698
2017-03-14T02:31	53.81031	6.35978
2017-03-14T02:40	53.81127	6.35520
2017-03-14T02:54	53.81218	6.35046
2017-03-14T03:04	53.81291	6.34557
2017-03-14T03:14	53.81381	6.33870
2017-03-14T03:20	53.81421	6.33533
2017-03-14T03:50	53.81593	6.31935
2017-03-14T04:00	53.81647	6.31409
2017-03-14T04:30	53.81794	6.29849
2017-03-14T06:01	53.82036	6.26731
2017-03-14T06:14	53.82062	6.26704
2017-03-14T06:24	53.82092	6.26781
2017-03-14T06:34	53.82107	6.26907
2017-03-14T06:44	53.82133	6.27122
2017-03-14T08:40	53.82782	6.32875
2017-03-14T08:52	53.82854	6.33550
2017-03-14T09:02	53.82936	6.34383
2017-03-14T09:14	53.82990	6.34961
2017-03-14T09:24	53.83084	6.35965
2017-03-14T09:43	53.83206	6.37430
2017-03-14T09:50	53.83248	6.37954
2017-03-14T10:03	53.83294	6.38694
2017-03-14T10:13	53.83324	6.39604
2017-03-14T10:20	53.83343	6.40059
2017-03-14T10:30	53.83384	6.40709
2017-03-14T10:40	53.83432	6.41316
2017-03-14T11:00	53.83542	6.42389
2017-03-14T11:10	53.83630	6.42891
2017-03-14T11:22	53.83720	6.43471
