/* DATA DESCRIPTION:
Citation:	Meyerjürgens, Jens; Badewien, Thomas H; Zielinski, Oliver; Braun, Axel; Butter, Michael (2019): Track of GPS-Drifter North_Sea_Drifter7 in the German Bight, Southern North Sea. Institute for Chemistry and Biology of the Marine Environment, Carl-von-Ossietzky University of Oldenburg, Germany, PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.897995 (DOI registration in progress)
Abstract:	Drifter position data from drifter deployments in March and October 2017 im the German Bight. The drifters were deployed from RV Heincke and RV Senckenberg. The drifter position was send every 10 minutes via the Globalstar satellite transmission service. The drifters were 0.5 m in height with a subsurface drogue which is directly to the housing. The drag area ration of the deployed configuration is R=25.6.
Keyword(s):	Drifters; German Bight; North Sea
Coverage:	MEDIAN LATITUDE: 54.373206 * MEDIAN LONGITUDE: 7.939737 * SOUTH-BOUND LATITUDE: 53.810800 * WEST-BOUND LONGITUDE: 7.604600 * NORTH-BOUND LATITUDE: 54.997100 * EAST-BOUND LONGITUDE: 8.284450
	DATE/TIME START: 2017-10-13T05:46:35 * DATE/TIME END: 2017-10-27T12:58:39
Event(s):	North_Sea_Drifter7 * LATITUDE START: 53.810800 * LONGITUDE START: 7.688670 * LATITUDE END: 54.830030 * LONGITUDE END: 8.284450 * DATE/TIME START: 2017-10-13T05:46:35 * DATE/TIME END: 2017-10-27T12:58:39 * LOCATION: North Sea * DEVICE: ICBM-Drifter (DRIFTERICBM) (URI: hdl:10013/epic.50618.d001)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * COMMENT: UTC
	LATITUDE (Latitude) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * METHOD: GPS receiver mounted on ICBM-Drifter (URI: hdl:10013/epic.50618.d001)
	LONGITUDE (Longitude) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * METHOD: GPS receiver mounted on ICBM-Drifter (URI: hdl:10013/epic.50618.d001)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	0 data points
*/
Date/Time	Latitude	Longitude
2017-10-13T05:46	53.81080	7.68867
2017-10-13T05:55	53.81232	7.68603
2017-10-13T06:07	53.81283	7.68395
2017-10-13T06:17	53.81429	7.68060
2017-10-13T06:27	53.81588	7.67665
2017-10-13T06:45	53.81886	7.66908
2017-10-13T06:55	53.82005	7.66605
2017-10-13T07:05	53.82143	7.66213
2017-10-13T07:15	53.82287	7.65812
2017-10-13T07:25	53.82426	7.65391
2017-10-13T07:35	53.82558	7.64953
2017-10-13T07:57	53.82834	7.63983
2017-10-13T08:05	53.82939	7.63623
2017-10-13T08:15	53.83064	7.63219
2017-10-13T09:15	53.83777	7.61273
2017-10-13T09:45	53.84019	7.60767
2017-10-13T10:15	53.84238	7.60520
2017-10-13T10:25	53.84287	7.60496
2017-10-13T10:35	53.84328	7.60460
2017-10-13T10:45	53.84362	7.60460
2017-10-13T10:57	53.84413	7.60481
2017-10-13T11:07	53.84447	7.60524
2017-10-13T11:15	53.84480	7.60591
2017-10-13T11:35	53.84556	7.60891
2017-10-13T11:45	53.84596	7.61134
2017-10-13T11:55	53.84626	7.61428
2017-10-13T12:06	53.84663	7.61829
2017-10-13T12:15	53.84699	7.62207
2017-10-13T12:25	53.84737	7.62631
2017-10-13T12:35	53.84763	7.63103
2017-10-13T12:45	53.84793	7.63618
2017-10-13T12:55	53.84821	7.64155
2017-10-13T13:05	53.84855	7.64721
2017-10-13T13:15	53.84929	7.65344
2017-10-13T13:25	53.84985	7.65878
2017-10-13T13:36	53.85067	7.66481
2017-10-13T13:55	53.85168	7.67459
2017-10-13T14:05	53.85226	7.67951
2017-10-13T14:15	53.85292	7.68502
2017-10-13T14:25	53.85335	7.68888
2017-10-13T14:35	53.85386	7.69343
2017-10-13T15:17	53.85563	7.71154
2017-10-13T15:25	53.85583	7.71464
2017-10-13T15:35	53.85617	7.71807
2017-10-13T15:44	53.85659	7.72116
2017-10-13T15:54	53.85685	7.72425
2017-10-13T16:04	53.85706	7.72631
2017-10-13T16:24	53.85805	7.73115
2017-10-13T16:34	53.85856	7.73244
2017-10-13T16:44	53.85933	7.73373
2017-10-13T16:54	53.86025	7.73465
2017-10-13T17:04	53.86139	7.73564
2017-10-13T17:14	53.86233	7.73650
2017-10-13T17:24	53.86336	7.73693
