/* DATA DESCRIPTION:
Citation:	Meyerjürgens, Jens; Badewien, Thomas H; Zielinski, Oliver; Braun, Axel; Butter, Michael (2019): Track of GPS-Drifter North_Sea_Drifter1 in the German Bight, Southern North Sea. Institute for Chemistry and Biology of the Marine Environment, Carl-von-Ossietzky University of Oldenburg, Germany, PANGAEA, https://doi.org/10.1594/PANGAEA.897989
Abstract:	Drifter position data from drifter deployments in March and October 2017 im the German Bight. The drifters were deployed from RV Heincke and RV Senckenberg. The drifter position was send every 10 minutes via the Globalstar satellite transmission service. The drifters were 0.5 m in height with a subsurface drogue which is directly to the housing. The drag area ration of the deployed configuration is R=25.6.
Keyword(s):	Drifters; German Bight; North Sea
Coverage:	MEDIAN LATITUDE: 54.107043 * MEDIAN LONGITUDE: 7.687813 * SOUTH-BOUND LATITUDE: 53.783770 * WEST-BOUND LONGITUDE: 6.268670 * NORTH-BOUND LATITUDE: 54.359690 * EAST-BOUND LONGITUDE: 8.593560
	DATE/TIME START: 2017-03-13T21:25:29 * DATE/TIME END: 2017-04-15T15:10:27
Event(s):	North_Sea_Drifter1 * LATITUDE START: 53.783770 * LONGITUDE START: 6.341690 * LATITUDE END: 54.288590 * LONGITUDE END: 8.593560 * DATE/TIME START: 2017-03-13T21:25:29 * DATE/TIME END: 2017-04-15T15:10:27 * LOCATION: North Sea * DEVICE: ICBM-Drifter (DRIFTERICBM) (URI: hdl:10013/epic.50618.d001)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * COMMENT: UTC
	LATITUDE (Latitude) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * METHOD: GPS receiver mounted on ICBM-Drifter (URI: hdl:10013/epic.50618.d001)
	LONGITUDE (Longitude) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * METHOD: GPS receiver mounted on ICBM-Drifter (URI: hdl:10013/epic.50618.d001)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	0 data points
*/
Date/Time	Latitude	Longitude
2017-03-13T21:25	53.78377	6.34169
2017-03-13T21:35	53.78419	6.34821
2017-03-13T21:45	53.78456	6.35426
2017-03-13T21:55	53.78507	6.35999
2017-03-13T22:05	53.78586	6.36707
2017-03-13T22:15	53.78629	6.37050
2017-03-13T22:45	53.78878	6.38454
2017-03-13T23:08	53.79052	6.39171
2017-03-13T23:18	53.79173	6.39529
2017-03-13T23:28	53.79266	6.39763
2017-03-13T23:38	53.79344	6.39921
2017-03-13T23:47	53.79420	6.40012
2017-03-13T23:54	53.79484	6.40060
2017-03-14T00:04	53.79563	6.40093
2017-03-14T00:14	53.79652	6.40069
2017-03-14T00:28	53.79778	6.39960
2017-03-14T00:34	53.79841	6.39874
2017-03-14T00:44	53.79942	6.39711
2017-03-14T00:54	53.80036	6.39514
2017-03-14T01:24	53.80327	6.38705
2017-03-14T01:36	53.80438	6.38306
2017-03-14T01:44	53.80515	6.38031
2017-03-14T01:54	53.80612	6.37666
2017-03-14T02:04	53.80723	6.37271
2017-03-14T02:14	53.80827	6.36857
2017-03-14T02:24	53.80922	6.36417
2017-03-14T02:34	53.81012	6.35971
2017-03-14T02:55	53.81215	6.34960
2017-03-14T03:04	53.81314	6.34341
2017-03-14T03:14	53.81356	6.34027
2017-03-14T03:24	53.81421	6.33508
2017-03-14T03:34	53.81481	6.32988
2017-03-14T03:43	53.81549	6.32469
2017-03-14T03:57	53.81626	6.31755
2017-03-14T04:06	53.81676	6.31317
2017-03-14T04:13	53.81712	6.30890
2017-03-14T04:33	53.81813	6.29864
2017-03-14T04:46	53.81865	6.29369
2017-03-14T04:56	53.81895	6.28914
2017-03-14T05:06	53.81934	6.28356
2017-03-14T05:13	53.81955	6.28092
2017-03-14T05:23	53.81985	6.27723
2017-03-14T05:43	53.82047	6.27158
2017-03-14T05:53	53.82079	6.26978
2017-03-14T06:03	53.82112	6.26882
2017-03-14T06:13	53.82138	6.26867
2017-03-14T06:23	53.82146	6.26914
2017-03-14T06:33	53.82156	6.27055
2017-03-14T06:43	53.82178	6.27266
2017-03-14T07:03	53.82238	6.27864
2017-03-14T07:26	53.82319	6.28804
2017-03-14T07:43	53.82417	6.29613
2017-03-14T07:53	53.82488	6.30147
2017-03-14T08:03	53.82552	6.30696
2017-03-14T08:13	53.82612	6.31280
2017-03-14T08:25	53.82679	6.31910
2017-03-14T08:35	53.82765	6.32785
2017-03-14T08:45	53.82816	6.33377
2017-03-14T08:53	53.82864	6.33884
2017-03-14T09:03	53.82928	6.34579
2017-03-14T09:13	53.82992	6.35291
2017-03-14T10:13	53.83290	6.39799
2017-03-14T10:22	53.83333	6.40505
2017-03-14T10:32	53.83393	6.41097
2017-03-14T10:42	53.83475	6.41655
2017-03-14T10:55	53.83587	6.42383
2017-03-14T11:02	53.83642	6.42777
2017-03-14T11:52	53.84019	6.44687
2017-03-14T12:12	53.84165	6.45120
2017-03-14T12:22	53.84238	6.45249
2017-03-14T12:32	53.84324	6.45335
2017-03-14T12:42	53.84402	6.45382
2017-03-14T12:51	53.84471	6.45376
2017-03-14T13:01	53.84522	6.45333
2017-03-14T13:14	53.84626	6.45187
2017-03-14T13:21	53.84690	6.45066
2017-03-14T13:31	53.84780	6.44912
2017-03-14T13:41	53.84840	6.44749
2017-03-14T13:51	53.84895	6.44546
2017-03-14T14:01	53.84942	6.44322
2017-03-14T14:23	53.85057	6.43715
2017-03-14T14:33	53.85096	6.43475
2017-03-14T14:43	53.85152	6.43089
2017-03-14T14:51	53.85193	6.42790
2017-03-14T15:01	53.85236	6.42421
2017-03-14T15:11	53.85275	6.42035
2017-03-14T15:20	53.85310	6.41584
2017-03-14T15:50	53.85406	6.40164
2017-03-14T16:10	53.85477	6.39173
2017-03-14T17:40	53.85705	6.35269
2017-03-14T17:50	53.85722	6.34943
2017-03-14T18:00	53.85722	6.34840
2017-03-14T18:10	53.85717	6.34732
2017-03-14T18:20	53.85717	6.34715
2017-03-14T18:30	53.85708	6.34784
2017-03-14T18:40	53.85696	6.34926
2017-03-14T18:50	53.85671	6.35151
2017-03-14T19:02	53.85625	6.35568
2017-03-14T19:10	53.85612	6.35881
2017-03-14T19:20	53.85599	6.36336
2017-03-14T19:30	53.85588	6.36836
2017-03-14T19:53	53.85573	6.38003
2017-03-14T20:03	53.85573	6.38647
2017-03-14T20:13	53.85564	6.39514
2017-03-14T20:22	53.85561	6.40179
2017-03-14T20:30	53.85569	6.40679
2017-03-14T20:53	53.85622	6.42053
2017-03-14T21:03	53.85656	6.42748
2017-03-14T21:13	53.85725	6.43726
2017-03-14T21:22	53.85761	6.44378
2017-03-14T21:30	53.85794	6.44973
2017-03-14T21:40	53.85817	6.45706
2017-03-14T22:00	53.85880	6.47176
2017-03-14T22:09	53.85912	6.47885
2017-03-14T22:19	53.85951	6.48580
2017-03-14T22:29	53.86017	6.49395
2017-03-14T22:39	53.86047	6.49919
2017-03-14T22:49	53.86085	6.50586
2017-03-14T22:59	53.86124	6.51180
2017-03-14T23:19	53.86208	6.52283
2017-03-14T23:32	53.86270	6.52757
2017-03-14T23:42	53.86330	6.53281
2017-03-14T23:49	53.86377	6.53605
2017-03-14T23:59	53.86428	6.53888
2017-03-15T00:12	53.86503	6.54257
2017-03-15T00:51	53.86708	6.54835
2017-03-15T00:59	53.86755	6.54847
2017-03-15T01:09	53.86811	6.54847
2017-03-15T01:19	53.86858	6.54804
2017-03-15T01:29	53.86914	6.54725
2017-03-15T01:43	53.86965	6.54609
2017-03-15T01:53	53.87025	6.54377
2017-03-15T01:59	53.87060	6.54253
2017-03-15T02:09	53.87105	6.54036
2017-03-15T02:31	53.87188	6.53502
2017-03-15T02:41	53.87244	6.53073
2017-03-15T02:51	53.87278	6.52764
2017-03-15T03:01	53.87319	6.52378
2017-03-15T03:08	53.87338	6.52077
2017-03-15T03:18	53.87370	6.51670
2017-03-15T03:28	53.87398	6.51227
2017-03-15T04:18	53.87431	6.48645
2017-03-15T04:28	53.87438	6.48086
2017-03-15T04:38	53.87418	6.47513
2017-03-15T04:48	53.87391	6.46940
2017-03-15T05:08	53.87308	6.45808
2017-03-15T05:20	53.87274	6.45151
2017-03-15T05:28	53.87235	6.44709
2017-03-15T05:58	53.87131	6.43226
2017-03-15T06:12	53.87087	6.42821
